Course,University,URL
"BIOCHEMISTRY AND MOLECULAR BIOLOGY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/biochemistry-molecular-biology-minor/
"BIOLOGY, MINOR (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/biology-minor/
"CHEMISTRY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
"INFORMATION SCIENCES AND TECHNOLOGY FOR MATHEMATICS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/information-sciences-technology-mathematics-minor/
"MARINE SCIENCES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/marine-sciences-minor/
"MATHEMATICS, MINOR (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/mathematics-minor/
"MICROBIOLOGY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/microbiology-minor/
"NATURAL SCIENCE, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
"PHYSICS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
"PLANETARY SCIENCE AND ASTRONOMY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/planetary-science-astronomy-minor/
"STATISTICS, MINOR (SCIENCE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/statistics-minor/
"INTERNATIONAL SCIENCE, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/international-science-certificate/
"SCIENCE RESEARCH DISTINCTION, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/science-research-distinction-certificate/
"EDUCATION AND PUBLIC POLICY, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/education/education-public-policy-bs/
"ELEMENTARY AND EARLY CHILDHOOD EDUCATION, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/education/elementary-early-childhood-education-bs/
"ELEMENTARY AND KINDERGARTEN EDUCATION, B.S. (EDUCATION)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/education/elementary-kindergarten-education-bs/
"MIDDLE LEVEL EDUCATION, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
"REHABILITATION AND HUMAN SERVICES, B.S. (EDUCATION)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-bs/
"SECONDARY EDUCATION, B.S. (EDUCATION)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/education/secondary-education-bs/
"SPECIAL EDUCATION, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/education/special-education-bs/
