Course,URL,University
Iran & Persian Studies Minor; Middle East/South Asia Studies,https://ucdavis.pubs.curricunet.com/Catalog/iran-persian-studies,"University of California, Davis"
Italian,https://ucdavis.pubs.curricunet.com/Catalog/ita,"University of California, Davis"
Japanese; East Asian Languages & Cultures,https://ucdavis.pubs.curricunet.com/Catalog/jpn,"University of California, Davis"
Jewish Studies Minor; Jewish Studies,https://ucdavis.pubs.curricunet.com/Catalog/jst,"University of California, Davis"
"Land, Air, & Water Resources",https://ucdavis.pubs.curricunet.com/Catalog/lawr,"University of California, Davis"
Landscape Architecture,https://ucdavis.pubs.curricunet.com/Catalog/lda,"University of California, Davis"
Landscape Restoration Minor; Plant Sciences,https://ucdavis.pubs.curricunet.com/Catalog/landscape-restoration,"University of California, Davis"
Latin Minor; Classics,https://ucdavis.pubs.curricunet.com/Catalog/lat,"University of California, Davis"
Latin American & Hemispheric Studies Minor,https://ucdavis.pubs.curricunet.com/Catalog/latin-american-hemispheric,"University of California, Davis"
"Law, School of",https://ucdavis.pubs.curricunet.com/Catalog/law,"University of California, Davis"
Linguistics,https://ucdavis.pubs.curricunet.com/Catalog/lin,"University of California, Davis"
Linguistics (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/linguistics-graduate-group,"University of California, Davis"
Linguistics for Language Teachers Minor; Linguistics,https://ucdavis.pubs.curricunet.com/Catalog/lin-language-teachers,"University of California, Davis"
Luso-Brazilian Studies Minor; Spanish,https://ucdavis.pubs.curricunet.com/Catalog/luso-brazilian-studies,"University of California, Davis"
"Management, Graduate School of",https://ucdavis.pubs.curricunet.com/Catalog/management,"University of California, Davis"
Managerial Economics,https://ucdavis.pubs.curricunet.com/Catalog/managerial-economics,"University of California, Davis"
Marine & Coastal Science,https://ucdavis.pubs.curricunet.com/Catalog/marine-coastal-science,"University of California, Davis"
Master of Health Services; Nursing,https://ucdavis.pubs.curricunet.com/Catalog/master-health-services,"University of California, Davis"
Master of Preventive Veterinary Medicine,https://ucdavis.pubs.curricunet.com/Catalog/master-preventive-veterinary-medicine,"University of California, Davis"
Master of Professional Accountancy,https://ucdavis.pubs.curricunet.com/Catalog/master-professional-accountancy,"University of California, Davis"
Master's Entry Program in Nursing; Nursing,https://ucdavis.pubs.curricunet.com/Catalog/masters-entry-program-nursing,"University of California, Davis"
Materials Science & Engineering; Engineering,https://ucdavis.pubs.curricunet.com/Catalog/ems,"University of California, Davis"
Maternal & Child Nutrition; Nutrition,https://ucdavis.pubs.curricunet.com/Catalog/maternal-child-nutrition,"University of California, Davis"
Mathematical Analytics & Operations Research; Mathematics,https://ucdavis.pubs.curricunet.com/Catalog/mathematical-analytics-operations-research,"University of California, Davis"
Mathematical & Physical Sciences,https://ucdavis.pubs.curricunet.com/Catalog/mps,"University of California, Davis"
Mathematical & Scientific Computation; Mathematics,https://ucdavis.pubs.curricunet.com/Catalog/mathematical-scientific-computation,"University of California, Davis"
Mathematics,https://ucdavis.pubs.curricunet.com/Catalog/mat,"University of California, Davis"
Mechanical & Aerospace Engineering; Engineering,https://ucdavis.pubs.curricunet.com/Catalog/mae,"University of California, Davis"
Mechanical Engineering; Engineering,https://ucdavis.pubs.curricunet.com/Catalog/eme,"University of California, Davis"
Medical-Veterinary Entomology Minor; Entomology & Nematology,https://ucdavis.pubs.curricunet.com/Catalog/medical-veterinary-entomology,"University of California, Davis"
"Medicine, School of",https://ucdavis.pubs.curricunet.com/Catalog/som,"University of California, Davis"
Medieval & Early Modern Studies; Medieval Studies,https://ucdavis.pubs.curricunet.com/Catalog/mst,"University of California, Davis"
Microbiology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/mib,"University of California, Davis"
Microbiology & Molecular Genetics,https://ucdavis.pubs.curricunet.com/Catalog/mic,"University of California, Davis"
Middle East/South Asia Studies,https://ucdavis.pubs.curricunet.com/Catalog/msa,"University of California, Davis"
Military Science,https://ucdavis.pubs.curricunet.com/Catalog/msc,"University of California, Davis"
"Molecular, Cellular, & Integrative Physiology (Graduate Group)",https://ucdavis.pubs.curricunet.com/Catalog/mcp,"University of California, Davis"
Music,https://ucdavis.pubs.curricunet.com/Catalog/mus,"University of California, Davis"
Native American Studies,https://ucdavis.pubs.curricunet.com/Catalog/nas,"University of California, Davis"
Natural Sciences; Earth & Planetary Sciences,https://ucdavis.pubs.curricunet.com/Catalog/natural-sciences,"University of California, Davis"
Nematology Minor; Entomology & Nematology,https://ucdavis.pubs.curricunet.com/Catalog/nem,"University of California, Davis"
"Neurobiology, Physiology, & Behavior",https://ucdavis.pubs.curricunet.com/Catalog/npb,"University of California, Davis"
Neuroscience (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/nsc,"University of California, Davis"
"Neuroscience Minor; Neurobiology, Physiology, & Behavior",https://ucdavis.pubs.curricunet.com/Catalog/neuroscience,"University of California, Davis"
Nursing Science & Health-Care Leadership; Nursing,https://ucdavis.pubs.curricunet.com/Catalog/nursing-science-health-care-leadership,"University of California, Davis"
Nutrition & Food Minor; Nutrition,https://ucdavis.pubs.curricunet.com/Catalog/nutrition-food,"University of California, Davis"
Nutrition Science,https://ucdavis.pubs.curricunet.com/Catalog/nutrition-science,"University of California, Davis"
Nutritional Biology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/nub,"University of California, Davis"
Oceanography Minor; Earth & Planetary Sciences,https://ucdavis.pubs.curricunet.com/Catalog/oceanography,"University of California, Davis"
