Course,URL,University
Music,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1032.html,"University of California, Los Angeles"
Music Industry,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1042.html,"University of California, Los Angeles"
Musicology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1047.html,"University of California, Los Angeles"
Naval Science – Navy ROTC,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1056.html,"University of California, Los Angeles"
Near Eastern Languages and Cultures,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1061.html,"University of California, Los Angeles"
Neurobiology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1103.html,"University of California, Los Angeles"
Neurology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1109.html,"University of California, Los Angeles"
"Neuroscience, Undergraduate",https://catalog.registrar.ucla.edu/ucla-catalog18-19-1112.html,"University of California, Los Angeles"
"Neuroscience, Graduate",https://catalog.registrar.ucla.edu/ucla-catalog18-19-1119.html,"University of California, Los Angeles"
Neurosurgery,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1124.html,"University of California, Los Angeles"
Nursing,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1127.html,"University of California, Los Angeles"
Obstetrics and Gynecology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1135.html,"University of California, Los Angeles"
Ophthalmology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1138.html,"University of California, Los Angeles"
Oral Biology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1141.html,"University of California, Los Angeles"
Orthopaedic Surgery,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1146.html,"University of California, Los Angeles"
Pathology and Laboratory Medicine,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1149.html,"University of California, Los Angeles"
Pediatrics,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1155.html,"University of California, Los Angeles"
Philosophy,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1158.html,"University of California, Los Angeles"
Physics and Astronomy,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1167.html,"University of California, Los Angeles"
Physics and Biology in Medicine,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1182.html,"University of California, Los Angeles"
Physiology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1187.html,"University of California, Los Angeles"
Political Science,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1190.html,"University of California, Los Angeles"
Psychiatry and Biobehavioral Sciences,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1198.html,"University of California, Los Angeles"
Psychology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1203.html,"University of California, Los Angeles"
Public Affairs,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1216.html,"University of California, Los Angeles"
Public Affairs Schoolwide Programs,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1220.html,"University of California, Los Angeles"
Public Health,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1225.html,"University of California, Los Angeles"
Public Health Schoolwide Programs,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1229.html,"University of California, Los Angeles"
Public Policy,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1233.html,"University of California, Los Angeles"
Radiation Oncology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1240.html,"University of California, Los Angeles"
Radiological Sciences,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1243.html,"University of California, Los Angeles"
"Religion, Study of",https://catalog.registrar.ucla.edu/ucla-catalog18-19-1245.html,"University of California, Los Angeles"
Scandinavian Section,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1252.html,"University of California, Los Angeles"
Science Education,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1263.html,"University of California, Los Angeles"
"Slavic, East European, and Eurasian Languages and Cultures",https://catalog.registrar.ucla.edu/ucla-catalog18-19-1268.html,"University of California, Los Angeles"
Social Science,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1295.html,"University of California, Los Angeles"
Social Thought,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1300.html,"University of California, Los Angeles"
Social Welfare,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1305.html,"University of California, Los Angeles"
"Society and Genetics, Institute for",https://catalog.registrar.ucla.edu/ucla-catalog18-19-1311.html,"University of California, Los Angeles"
Sociology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1320.html,"University of California, Los Angeles"
Spanish and Portuguese,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1328.html,"University of California, Los Angeles"
Statistics,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1349.html,"University of California, Los Angeles"
Surgery,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1358.html,"University of California, Los Angeles"
Theater,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1361.html,"University of California, Los Angeles"
University Studies,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1370.html,"University of California, Los Angeles"
Urban Planning,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1374.html,"University of California, Los Angeles"
Urology,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1381.html,"University of California, Los Angeles"
Visual and Performing Arts Education,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1384.html,"University of California, Los Angeles"
World Arts and Cultures/Dance,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1389.html,"University of California, Los Angeles"
Writing Programs,https://catalog.registrar.ucla.edu/ucla-catalog18-19-1401.html,"University of California, Los Angeles"
